rank,building_id,meter,site_id,primary_use,square_feet,anomaly_rate,anomaly_hours,total_hours,max_streak,mean_anomaly_score,max_anomaly_score,total_excess,excess_per_sqft,priority_score
420,425,0,3,Warehouse/storage,202829.0,0.013140009,29,2207,5,-0.08654879,8.879617691040039,3103.4937,0.015301035,0.009417567555481272
421,246,1,2,Office,202435.0,0.013134058,29,2208,3,-0.013519742,9.806848526000977,6880.8965,0.033990648,0.009409872590838437
422,287,0,2,Office,33713.0,0.011775362,26,2208,7,-0.06535517,5.3799591064453125,1062.901,0.031527925,0.009383518835621767
423,214,1,2,Education,91273.0,0.01087449,24,2207,12,-0.102549076,6.1732048988342285,703.942,0.007712489,0.009365910160332613
424,1397,1,15,Lodging/residential,19984.0,0.009861933,5,507,3,0.120413534,3.9491970539093018,495.47638,0.024793655,0.009364691275398119
425,191,3,2,Education,78268.0,0.011890606,10,841,3,0.016035547,4.165610313415527,1493.412,0.019080749,0.009358473242212059
426,1437,0,15,Education,111518.0,0.00981836,20,2037,2,-0.05490857,5.942140102386475,14039.4,0.12589358,0.009301977091824338
427,1430,2,15,Office,53303.0,0.008345607,17,2037,2,0.063339174,4.672111511230469,8700.569,0.16322851,0.00925398254597374
428,418,0,3,Entertainment/public assembly,86120.0,0.011327594,25,2207,7,-0.12883916,6.356999397277832,3101.7725,0.036016867,0.009213653049454897
429,394,0,3,Entertainment/public assembly,3545.0,0.0022655188,5,2207,2,-0.068994015,5.066816329956055,1139.8052,0.32152474,0.00911469586291545
430,569,0,4,Education,86091.0,0.012222725,27,2209,2,0.013884325,5.310914039611816,4705.4663,0.05465689,0.009110439864484066
431,54,0,0,Education,7867.0,0.0049796286,11,2209,5,-0.030946001,5.316915035247803,1714.4016,0.21792318,0.009054142520799415
432,189,1,2,Education,7481.0,0.008244994,14,1698,3,-0.08240996,5.8023271560668945,1052.7627,0.14072487,0.009052499551790927
433,183,0,2,Education,132518.0,0.013586956,30,2208,2,0.04472344,9.5802583694458,1919.8074,0.014487145,0.009028143810881038
434,801,0,7,Education,484376.0,0.0059770113,13,2175,3,-0.11513805,5.512468338012695,100127.05,0.20671348,0.008988402963359335
435,1329,0,15,Technology/science,60100.0,0.00981836,20,2037,8,-0.03534091,6.601729393005371,3034.5525,0.05049172,0.008981242316082872
436,111,0,1,Education,118338.0,0.012692656,28,2206,4,-0.013019986,6.757761478424072,2063.2917,0.01743558,0.008979892131318046
437,9,0,0,Office,27000.0,0.011770031,26,2209,4,-0.1422641,4.915942192077637,1112.4536,0.041201986,0.008957238522972071
438,744,0,5,Entertainment/public assembly,48642.0,0.010426111,23,2206,8,0.031124972,10.430517196655273,1912.352,0.039314833,0.008954901199215607
439,410,0,3,Education,64113.0,0.011780698,26,2207,5,-0.19361934,5.084811210632324,1838.312,0.028672999,0.008894033501687593
440,794,0,7,Education,731945.0,0.007816092,17,2175,4,0.037411615,4.629898548126221,104201.81,0.1423629,0.008862834486074745
441,224,1,2,Education,272278.0,0.012228261,27,2208,5,-0.06525061,7.581477165222168,3835.7393,0.014087584,0.008834511630409738
442,382,0,3,Education,47984.0,0.011327594,25,2207,4,-0.10987526,5.67177677154541,2243.4353,0.04675382,0.008814870326663778
443,239,3,2,Lodging/residential,106440.0,0.010869565,24,2208,5,-0.025616767,5.8432087898254395,4722.685,0.04436946,0.008695654576213954
444,605,0,4,Education,51020.0,0.012222725,27,2209,3,-0.030912193,5.050510406494141,1370.4424,0.026860885,0.008692806707496416
445,447,0,3,Public services,21472.0,0.009515179,21,2207,4,-0.10887242,6.014138221740723,1893.0604,0.08816414,0.00865273812618099
446,1393,0,15,Entertainment/public assembly,151900.0,0.012763868,26,2037,1,0.019234981,5.059871673583984,4074.8054,0.026825579,0.008611338610454003
447,220,1,2,Education,122592.0,0.009963769,22,2208,3,0.08279004,8.021190643310547,10194.904,0.08316125,0.008597546264158661
448,483,0,3,Education,207000.0,0.011499761,24,2087,4,0.04268914,8.873769760131836,5530.586,0.026717806,0.008513603309085724
449,1358,2,15,Lodging/residential,61439.0,0.005891016,12,2037,1,0.0899658,6.217098712921143,12655.78,0.20598936,0.008499494337260046
450,175,1,2,Education,111635.0,0.011704834,23,1965,2,-0.035435315,8.086629867553711,4261.221,0.038171016,0.008473690751860035
451,681,0,5,Public services,41861.0,0.011332729,25,2206,4,-0.11727371,5.063488006591797,1318.1064,0.031487696,0.008471440179086229
452,200,1,2,Entertainment/public assembly,143093.0,0.011322464,25,2208,3,0.073903605,5.873412132263184,5315.273,0.037145585,0.008378830336096271
453,86,0,0,Education,10932.0,0.0063377093,14,2209,3,-0.16644737,5.456496715545654,1863.3333,0.1704476,0.008373731693878221
454,627,0,4,Education,56637.0,0.011770031,26,2209,3,-0.084549755,5.108608245849609,1363.763,0.024079012,0.008354023045247138
455,552,0,3,Public services,20110.0,0.007702764,17,2207,8,-0.0265831,5.134134769439697,1694.9153,0.08428221,0.008318333891095491
456,250,0,2,Education,131710.0,0.010416667,23,2208,6,0.012016449,5.236968994140625,3900.4758,0.02961412,0.008298800389713937
457,208,0,2,Healthcare,36904.0,0.009510869,21,2208,8,-0.052947238,5.133876800537109,1236.9993,0.033519384,0.00826451747432877
458,327,0,3,Education,99325.0,0.010421387,23,2207,6,-0.0026290633,6.165308952331543,2719.1917,0.02737671,0.008251407305563976
459,85,0,0,Lodging/residential,37241.0,0.009506564,21,2209,6,-0.021700159,5.178842067718506,1924.9855,0.051689953,0.008245931127954518
460,210,1,2,Education,71248.0,0.010416667,23,2208,3,0.019628525,5.9374213218688965,3916.1167,0.054964583,0.008232421829018004
461,355,0,3,Education,182500.0,0.009968283,22,2207,8,0.041391198,6.646968841552734,3213.6658,0.017609127,0.008182144584180493
462,16,0,0,Education,54644.0,0.008601177,19,2209,2,-0.02842912,5.179308891296387,5994.8887,0.109708086,0.008157071021766125
463,445,0,3,Education,40950.0,0.009515179,21,2207,4,-0.05538776,5.717551231384277,2523.1729,0.061615944,0.008049392088240782
464,290,1,2,Office,51732.0,0.009061834,17,1876,3,0.07804604,7.501338958740234,4000.9705,0.07734034,0.008029942989451266
465,1411,1,15,Education,9111.0,0.010037641,8,797,2,-0.020972272,4.231766700744629,272.5183,0.02991091,0.007976476747086896
466,234,0,2,Education,179167.0,0.010869565,24,2208,5,-0.06871419,8.707345962524414,2011.8801,0.011229077,0.007942491597032558
467,286,0,2,Lodging/residential,32841.0,0.009057971,20,2208,6,0.034254353,4.881599426269531,1624.301,0.049459547,0.007922759051086893
468,255,3,2,Education,49078.0,0.009422851,8,849,3,0.124027416,4.607741832733154,911.82947,0.018579189,0.007829022830693984
469,234,1,2,Education,179167.0,0.009057971,20,2208,5,0.038323797,8.257433891296387,9764.461,0.054499216,0.007823124651635071
470,167,3,2,Lodging/residential,86323.0,0.006908463,4,579,4,-0.020307478,3.974144458770752,1295.5564,0.015008241,0.007813256062815438
471,614,0,4,Lodging/residential,185200.0,0.011317338,25,2209,3,-0.06098781,6.131186008453369,2187.1948,0.011809907,0.007799629302053571
472,602,0,4,Entertainment/public assembly,238065.0,0.0105067985,17,1618,2,-0.04576262,10.644806861877441,8289.417,0.03481997,0.0077714949241733606
473,1360,0,15,Entertainment/public assembly,111530.0,0.010800197,22,2037,2,0.041174512,4.737255573272705,3501.7173,0.03139709,0.007752065754718843
474,571,0,4,Education,47954.0,0.008601177,19,2209,9,-0.013570668,5.405664920806885,1149.7783,0.023976693,0.007707199610418858
475,789,2,7,Education,64583.0,0.0055172415,12,2175,2,0.088782966,5.245002269744873,11073.509,0.17146167,0.007689969298635578
476,248,0,2,Education,24643.0,0.0076992754,17,2208,4,-0.032743715,5.299333572387695,2320.1426,0.09415017,0.007683025212048049
477,374,0,3,Lodging/residential,350000.0,0.010416667,23,2208,5,-0.022400972,6.634896278381348,3579.698,0.010227708,0.007644048126566449
478,175,0,2,Education,111635.0,0.009963769,22,2208,5,-0.11709776,7.05187463760376,2472.9482,0.022152087,0.007639361377044985
479,618,0,4,Education,148032.0,0.010864644,24,2209,3,-0.022073269,6.255782127380371,2268.2593,0.0153227635,0.007603903364789612
480,1343,1,15,Office,110380.0,0.009933775,21,2114,3,-0.077998154,5.154841899871826,4094.6313,0.037095774,0.007560954026305597
481,1363,1,15,Office,157933.0,0.008514664,18,2114,10,-0.116547726,5.569691181182861,924.4967,0.0058537275,0.007552939326529103
482,328,0,3,Education,47200.0,0.007702764,17,2207,10,0.003778744,5.466485500335693,1453.2134,0.03078842,0.0075311406447374045
483,562,0,3,Education,235000.0,0.010421387,23,2207,3,-0.0032808834,8.130640029907227,5615.096,0.023894027,0.007529462927678448
484,795,0,7,Education,387500.0,0.004597701,10,2175,2,-0.05898051,5.931942939758301,73141.91,0.1887533,0.0075232097058296355
485,1420,0,15,Entertainment/public assembly,95079.0,0.007854688,16,2037,9,0.006001849,7.32697057723999,2615.1519,0.027505042,0.007495670003764478
486,201,1,2,Education,219608.0,0.009099181,20,2198,4,-0.07984376,7.574126720428467,10555.295,0.048064254,0.007491695992349088
487,65,0,0,Lodging/residential,53130.0,0.00905387,20,2209,6,-0.042670153,4.641343593597412,1612.0062,0.03034079,0.007485180049574791
488,237,1,2,Public services,101262.0,0.010416667,23,2208,3,-0.018986316,9.59455394744873,2008.354,0.019833244,0.007434011561882929
489,361,0,3,Public services,13224.0,0.009515179,21,2207,4,-0.038542423,4.766876220703125,435.27478,0.032915514,0.007397133453765717
490,289,0,2,Entertainment/public assembly,9666.0,0.0013586957,3,2208,1,-0.12436917,4.6023101806640625,2680.6758,0.27733043,0.007343958776315536
491,171,1,2,Office,131797.0,0.009849363,17,1726,3,0.0570924,5.401051044464111,2893.937,0.021957533,0.007316388194559944
492,1387,0,15,Office,187041.0,0.010800197,22,2037,2,0.005905673,7.115204811096191,2257.2568,0.0120682465,0.007312789973098277
493,166,1,2,Lodging/residential,553210.0,0.010416667,23,2208,2,-0.012070816,7.197451114654541,12503.787,0.022602243,0.007282772980929729
494,38,0,0,Office,12769.0,0.0031688546,7,2209,4,-0.009222244,4.578790187835693,2519.7297,0.1973318,0.007269859783667662
495,1442,0,15,Public services,99541.0,0.009327442,19,2037,5,-0.07144942,4.649797439575195,1655.3796,0.016630128,0.007216419912322292
496,1391,2,15,Entertainment/public assembly,68693.0,0.002945508,6,2037,1,0.04024807,4.316794395446777,15665.1455,0.22804573,0.007207786129756135
497,52,0,0,Education,106523.0,0.008601177,19,2209,7,-0.04525409,6.278588771820068,2017.7733,0.018942138,0.007164639717387548
498,212,3,2,Education,327256.0,0.01048951,21,2002,1,0.029048476,7.554049968719482,6562.0864,0.020051844,0.007077021341802899
499,249,1,2,Entertainment/public assembly,179449.0,0.008605072,19,2208,3,0.011558925,9.619532585144043,9360.928,0.052164838,0.007066051367779206
500,1387,2,15,Office,187041.0,0.006381934,13,2037,3,0.019430997,7.4510111808776855,20358.05,0.108842716,0.007054819208161641
501,181,1,2,Education,148829.0,0.009510869,21,2208,3,-0.07922873,5.934137344360352,3426.2224,0.0230212,0.006955090624395846
502,91,0,0,Education,68094.0,0.009506564,21,2209,2,0.010737916,5.6726975440979,2177.0671,0.031971496,0.006941516248394097
503,595,0,4,Education,270413.0,0.009959257,22,2209,3,0.1458946,6.24338960647583,2543.0413,0.009404286,0.006918276127234278
504,293,0,3,Office,408000.0,0.009515179,21,2207,3,0.019815994,5.401537895202637,8416.906,0.020629672,0.006903654813179116
505,209,1,2,Education,193294.0,0.004076087,9,2208,4,0.04313559,4.643495082855225,29860.809,0.15448388,0.006848711291701426
506,1368,0,15,Entertainment/public assembly,199037.0,0.008836525,18,2037,4,0.076470174,6.66095495223999,4705.3613,0.023640636,0.006844769063231478
507,241,0,2,Entertainment/public assembly,51999.0,0.008605072,19,2208,4,-0.0123412395,6.985302448272705,1632.9814,0.031404093,0.0068084016154709645
508,59,0,0,Entertainment/public assembly,81337.0,0.006790403,15,2209,5,-0.05019926,7.249894142150879,5562.068,0.068383,0.006757869275166754
509,277,0,2,Education,12761.0,0.0027173914,6,2208,4,-0.028744439,4.8770880699157715,2368.1956,0.18558072,0.006728375218456866
510,519,0,3,Public services,461647.0,0.008152174,18,2208,3,0.03510983,5.296645164489746,22684.434,0.04913805,0.006721577378939754
511,673,0,5,Entertainment/public assembly,36307.0,0.00543971,12,2206,4,-0.006776217,4.386238098144531,4074.293,0.112217836,0.006718987079017861
512,253,3,2,Education,65907.0,0.009271523,14,1510,2,0.083143085,7.120511054992676,1224.4315,0.018578172,0.006692254107211236
513,1329,2,15,Technology/science,60100.0,0.0071174377,12,1686,2,-0.040287882,5.011421203613281,4734.7583,0.07878134,0.0066838545652568235
514,1376,0,15,Public services,240026.0,0.008836525,18,2037,4,-0.06362484,5.965221881866455,3476.6416,0.014484437,0.0066366812441531154
515,607,0,4,Education,34825.0,0.008659982,19,2194,2,-0.12186463,5.69908332824707,1425.2373,0.040925693,0.006632614885830621
516,172,1,2,Office,121440.0,0.009057971,20,2208,2,-0.010056566,6.672756671905518,3576.4434,0.029450292,0.006611347437206771
517,193,0,2,Office,6203.0,0.004076087,9,2208,3,-0.088320345,4.152064323425293,949.579,0.15308383,0.006602725017755414
518,276,0,2,Office,70837.0,0.006793478,15,2208,8,-0.0043742443,9.768796920776367,2183.293,0.030821364,0.006549087943749879
519,1359,0,15,Education,124289.0,0.008836525,18,2037,3,-0.023912607,4.574524402618408,2348.9692,0.018899253,0.006504867462753801
520,1440,0,15,Lodging/residential,150294.0,0.008345607,17,2037,4,-0.0063361553,6.275714874267578,3253.7178,0.02164902,0.0065006783753147595
521,163,0,2,Education,72102.0,0.0076992754,17,2208,5,-0.008288723,4.990413665771484,2316.788,0.032132093,0.006487743176733776
522,151,0,1,Office,30495.0,0.0067996373,15,2206,6,-0.07765298,5.162328720092773,1399.0513,0.045878053,0.006467851116221968
523,195,3,2,Office,9703.0,0.0071770335,3,418,1,-0.0061976546,4.273560047149658,404.04922,0.04164168,0.0064464253411165235
524,206,1,2,Public services,345837.0,0.009378663,16,1706,2,0.027762638,7.969414234161377,2293.4988,0.0066317334,0.006414013456136952
525,649,0,4,Education,116121.0,0.007256236,16,2205,5,0.038623407,4.375265121459961,4653.4253,0.040073935,0.006400005895781023
526,21,0,0,Office,7043.0,0.002716161,6,2209,2,-0.09121442,4.4321465492248535,1335.7839,0.18966122,0.00639183161938617
527,306,0,3,Education,51500.0,0.007702764,17,2207,4,-0.08635187,4.933540344238281,1911.6512,0.03711944,0.006389431368723304
528,192,3,2,Education,151637.0,0.008633094,18,2085,3,-0.041105103,7.214930057525635,2632.088,0.01735782,0.0063299720413870835
529,30,0,0,Education,93897.0,0.008148484,18,2209,3,0.02530612,5.809431552886963,3006.0205,0.03201402,0.006329872301319526
530,660,0,5,Entertainment/public assembly,5447.0,0.00045330916,1,2206,1,-0.19850269,3.6239473819732666,1396.742,0.25642407,0.006317904440508788
531,10,0,0,Entertainment/public assembly,370773.0,0.008601177,19,2209,3,0.08534601,6.188246250152588,6690.8545,0.01804569,0.006287982052531957
532,163,1,2,Education,72102.0,0.0074074073,9,1215,3,-0.02955304,5.9542059898376465,1903.8582,0.026405068,0.00627669640178151
533,603,0,4,Public services,29063.0,0.006790403,15,2209,7,-0.032326955,8.025568962097168,813.71796,0.027998416,0.006268213626561925
534,800,1,7,Education,64583.0,0.0055555557,1,180,1,0.27343136,3.9675559997558594,734.9402,0.011379777,0.006267493448695412
535,114,0,1,Education,139683.0,0.005893019,13,2206,2,0.03239631,9.144160270690918,13743.805,0.09839282,0.006252004976772148
536,1427,0,15,Education,180625.0,0.008836525,18,2037,3,0.0037625898,6.163807392120361,1392.6704,0.007710286,0.006250582073318554
537,1394,0,15,Entertainment/public assembly,16351.0,0.006381934,13,2037,2,-0.10449382,4.552004814147949,1367.7493,0.08364927,0.006250114853553637
538,474,0,3,Public services,10151.0,0.0072496603,16,2207,6,0.039758626,4.62835168838501,236.0232,0.023251226,0.0062269761733585345
539,486,0,3,Education,86375.0,0.007702764,17,2207,3,-0.05637877,5.505953788757324,3365.9412,0.03896893,0.006217198451252918
540,1350,2,15,Education,149762.0,0.0068728523,14,2037,2,0.10914599,4.981403827667236,10031.966,0.066986054,0.006170248122393284
541,93,0,0,Office,33370.0,0.0058850157,13,2209,7,-0.03936318,4.774101734161377,1509.9191,0.0452478,0.006109109152597067
542,291,0,3,Public services,90635.0,0.007702764,17,2207,4,0.04410689,5.856140613555908,2245.1445,0.024771275,0.006108801467856554
543,199,0,2,Parking,405083.0,0.008152174,18,2208,5,-0.019420821,14.343010902404785,1150.0981,0.0028391667,0.006097704679559571
544,213,1,2,Education,49662.0,0.006793478,15,2208,4,-0.12603992,4.497349739074707,2318.686,0.04668934,0.0060530380618408096
545,263,1,2,Education,87673.0,0.007658643,7,914,2,-0.022916645,5.82868766784668,1369.3792,0.015619166,0.00605164428057536
546,267,1,2,Entertainment/public assembly,72193.0,0.0073260074,12,1638,2,-0.02756396,4.610429763793945,3209.7627,0.04446086,0.00604726927529047
547,154,0,1,Office,34455.0,0.006346328,14,2206,3,0.07433347,5.823170185089111,2300.5977,0.06677108,0.006023653031344457
548,624,0,4,Education,46204.0,0.006790403,15,2209,5,-0.06973918,4.304582595825195,1590.31,0.034419317,0.0059859955837760865
549,405,0,3,Education,82200.0,0.0072496603,16,2207,4,-0.054109704,5.0998382568359375,2507.8438,0.030509047,0.0059633904065316415
550,135,0,1,Lodging/residential,66532.0,0.0067996373,15,2206,6,-0.0991927,4.324975490570068,1483.5074,0.022297652,0.005931952564603656
551,1403,0,15,Lodging/residential,78438.0,0.00736377,15,2037,4,-0.026057106,4.439869403839111,1794.0896,0.022872709,0.005930830786663945
552,235,1,2,Education,9309.0,0.0027277686,5,1833,2,-0.05445053,4.138642311096191,1533.8091,0.16476625,0.005920947125574956
553,240,0,2,Lodging/residential,111304.0,0.008152174,18,2208,3,-0.00226898,11.596024513244629,1491.2191,0.013397713,0.005909326671147873
554,36,0,0,Lodging/residential,53130.0,0.006790403,15,2209,5,0.007083218,4.36661958694458,1638.1382,0.03083264,0.005904483205302131
555,709,0,5,Education,23067.0,0.00543971,12,2206,4,0.044546656,4.526162147521973,1756.2898,0.07613863,0.005899035084796774
556,351,0,3,Education,58908.0,0.0072496603,16,2207,4,-0.02358036,4.463204383850098,1620.2501,0.027504755,0.005895113518210141
557,213,3,2,Education,49662.0,0.0054347827,12,2208,6,0.08901031,11.866045951843262,2757.4792,0.055524934,0.005855119797630309
558,583,0,4,Education,206054.0,0.0073761856,14,1898,3,0.026503032,5.1594085693359375,5321.831,0.025827361,0.005824393771951873
559,198,1,2,Office,163959.0,0.0076992754,17,2208,3,0.047020644,7.7450175285339355,3549.537,0.02164893,0.005821162026692519
560,227,0,2,Entertainment/public assembly,17132.0,0.007246377,16,2208,3,0.11020845,5.6135029792785645,570.17004,0.033281,0.005809832078237285
561,407,0,3,Education,325217.0,0.007702764,17,2207,2,0.028082507,5.428952217102051,9344.663,0.028733624,0.005770321270819106
562,639,0,4,Education,14524.0,0.0058850157,13,2209,2,0.04136851,7.659981727600098,1116.0698,0.07684314,0.005756803154721641
563,219,0,2,Education,96124.0,0.006793478,15,2208,4,0.01211841,8.29334545135498,3185.358,0.033138007,0.005745064590927252
564,113,3,1,Education,100481.0,0.0072393822,15,2072,5,-0.012383846,5.978625297546387,830.8965,0.00826919,0.005735768126944321
565,68,0,0,Parking,487433.0,0.008601177,19,2209,2,0.0038933565,5.78262186050415,1288.8198,0.0026440963,0.005723887521173336
566,386,0,3,Entertainment/public assembly,17262.0,0.0063434527,14,2207,2,-0.0062292716,4.252039432525635,1086.549,0.062944554,0.005720382705591509
567,546,0,3,Public services,400000.0,0.005437245,12,2207,5,-0.05962848,6.116715908050537,22549.637,0.05637409,0.005662233806957616
568,585,0,4,Public services,132394.0,0.008148484,18,2209,2,0.03698933,4.382731914520264,1475.521,0.011144923,0.005641520871225508
569,1400,1,15,Lodging/residential,21168.0,0.0066508316,14,2105,4,0.11614965,4.273808002471924,644.1368,0.030429741,0.005638602309907334
570,455,0,3,Healthcare,29192.0,0.005890349,13,2207,4,-0.10205626,4.481845378875732,1535.9186,0.052614365,0.005638334147397133
571,667,0,5,Entertainment/public assembly,15715.0,0.0072529465,16,2206,2,0.16161503,4.409819602966309,549.06946,0.034939196,0.005637736325552146
572,719,0,5,Education,28363.0,0.0067996373,15,2206,2,0.0730379,4.829612731933594,1329.2466,0.046865515,0.005632843564569279
573,42,0,0,Other,226506.0,0.00769579,17,2209,2,-0.059446853,8.104752540588379,5172.032,0.022833975,0.005631610292644521
574,629,0,4,Education,40835.0,0.005432322,12,2209,3,-0.080592036,4.954859256744385,2898.2002,0.07097343,0.005561915987353755
575,623,0,4,Education,49388.0,0.006790403,15,2209,4,-0.060357932,5.075705051422119,1235.7659,0.025021581,0.0055583473339774776
576,512,0,3,Lodging/residential,5000.0,0.0063434527,14,2207,2,-0.08135927,5.6344757080078125,278.67297,0.055734593,0.005556526045864532
577,128,0,1,Lodging/residential,102774.0,0.0077062557,17,2206,2,-0.093141705,4.544524669647217,1906.3533,0.018548984,0.005541180642840532
578,491,0,3,Education,66600.0,0.005890349,13,2207,5,-0.043247227,6.388271331787109,2265.7598,0.034020416,0.005430024995984977
579,1411,0,15,Education,9111.0,0.0068728523,14,2037,2,-0.12413227,4.771236896514893,313.4184,0.0344,0.005429683053653643
580,1405,2,15,Lodging/residential,142901.0,0.00490918,10,2037,1,0.049523965,4.915399074554443,13475.704,0.09430098,0.005363557768551245
581,1410,0,15,Office,11524.0,0.0068999506,14,2029,2,-0.1251966,5.898242473602295,344.48575,0.029892897,0.005345578427044745
582,729,0,5,Education,17190.0,0.0036264732,8,2206,2,0.12375279,5.419731616973877,2042.9913,0.11884766,0.005337193118302679
583,1325,0,15,Entertainment/public assembly,155177.0,0.0073568053,14,1903,3,0.00039505007,4.547811508178711,759.0824,0.0048917197,0.005334840203807876
584,1439,0,15,Education,56497.0,0.005891016,12,2037,2,-0.03515267,5.2444915771484375,3137.5073,0.055534054,0.005312327503897698
585,129,0,1,Lodging/residential,102957.0,0.0072529465,16,2206,2,-0.07541487,4.752868175506592,2076.9219,0.020172711,0.005302146663427859
586,471,0,3,Education,170000.0,0.0063434527,14,2207,5,-0.00862886,4.893736839294434,2656.88,0.015628705,0.005287857323082214
587,1368,1,15,Entertainment/public assembly,199037.0,0.0066225166,14,2114,5,0.06381218,4.436800003051758,1048.5466,0.0052680993,0.005269397774378294
588,264,1,2,Office,83660.0,0.005887681,13,2208,4,-0.053553388,7.236962795257568,2932.4927,0.035052508,0.005237203447016749
589,409,0,3,Education,38500.0,0.0040779337,9,2207,2,0.00918682,6.163630485534668,3872.9429,0.10059592,0.005197012016635014
590,490,0,3,Education,98900.0,0.005890349,13,2207,4,-0.04354822,4.989277362823486,3118.1008,0.031527814,0.005159111872528309
591,610,0,4,Entertainment/public assembly,30160.0,0.004526935,10,2209,3,-0.13833836,4.8412652015686035,2327.8298,0.07718269,0.005151908790774944
592,202,0,2,Lodging/residential,74682.0,0.006793478,15,2208,2,0.06922825,4.715646266937256,1921.1567,0.025724495,0.0051482456079397975
593,103,0,0,Education,21657.0,0.002716161,6,2209,3,-0.019524576,5.1983208656311035,2716.4277,0.12542956,0.005146145417752418
594,548,0,3,Healthcare,9813.0,0.0040779337,9,2207,1,-0.04257094,4.120734214782715,1056.4149,0.10765463,0.005143166246852314
595,348,0,3,Public services,10577.0,0.0040779337,9,2207,4,-0.041401725,5.406028747558594,834.3735,0.078885645,0.0051321449620868815
596,626,0,4,Public services,130581.0,0.006802721,15,2205,2,0.018138891,5.468194484710693,3203.8003,0.024534965,0.005127421177627981
597,133,0,1,Lodging/residential,64723.0,0.006346328,14,2206,2,-0.060683526,7.347850799560547,2356.7085,0.036412224,0.005119341985056126
598,247,0,2,Education,64560.0,0.0049818843,11,2208,5,0.021366365,6.998646259307861,2698.6123,0.041800067,0.005053348670837457
599,179,1,2,Food sales and service,24867.0,0.0022644927,5,2208,2,0.027161226,4.710562705993652,3536.205,0.14220473,0.0050385713153187645
600,19,0,0,Office,18717.0,0.0036215482,8,2209,3,-0.07763855,4.107223033905029,1792.8202,0.09578566,0.005023566951409571
601,255,1,2,Education,49078.0,0.0049818843,11,2208,5,-0.08250112,5.541057109832764,1972.6152,0.040193472,0.005016836459051401
602,704,0,5,Education,17050.0,0.0022665458,5,2206,2,0.028677145,4.988269329071045,2399.6138,0.14073981,0.005006917261963381
603,1326,1,15,Office,46981.0,0.0075685903,16,2114,1,-0.036725726,5.405879020690918,297.1959,0.006325874,0.004974560482193192
604,169,0,2,Education,179559.0,0.005887681,13,2208,3,-0.021301473,8.495124816894531,5784.004,0.032212276,0.004958487006883396
605,435,0,3,Office,29916.0,0.0045310375,10,2207,3,-0.09503068,4.504150390625,1983.3079,0.06629589,0.004907569910184314
606,444,0,3,Public services,12945.0,0.0067965565,15,2207,3,-0.20396647,5.1551337242126465,68.76137,0.005311809,0.004900671386170008
607,671,0,5,Lodging/residential,7589.0,0.005893019,13,2206,2,0.25540116,4.442590713500977,293.618,0.03868995,0.004895171067174969
608,64,0,0,Lodging/residential,53130.0,0.005432322,12,2209,4,0.030994494,4.419459819793701,1631.7025,0.03071151,0.004860976947647105
609,593,0,4,Education,66203.0,0.005432322,12,2209,3,-0.04325275,6.520455837249756,2551.2593,0.038536914,0.004824749374463949
610,110,0,1,Education,27814.0,0.0022665458,5,2206,1,-0.049645446,6.570400714874268,3919.4224,0.14091545,0.004796546642297987
611,454,0,3,Public services,16576.0,0.0022655188,5,2207,5,-0.10904067,3.967573881149292,1680.3271,0.10137109,0.004754182187617085
612,226,1,2,Office,74180.0,0.0049818843,11,2208,4,0.045203473,5.162686347961426,2710.85,0.03654422,0.004719733847205481
613,453,0,3,Public services,24875.0,0.005437245,12,2207,3,-0.036884528,6.015373229980469,805.3101,0.032374278,0.004688273072895675
614,691,0,5,Office,42647.0,0.006346328,14,2206,3,0.2160393,4.332690238952637,299.23026,0.007016443,0.004665642747754529
615,147,0,1,Office,82548.0,0.005893019,13,2206,1,-0.03927916,5.363855361938477,3132.1929,0.037943896,0.004663853663446949
616,253,0,2,Education,65907.0,0.005887681,13,2208,3,-0.00931306,15.673020362854004,1204.0745,0.018269295,0.0046416126562786745
617,1406,0,15,Lodging/residential,136522.0,0.005891016,12,2037,3,-0.04691066,7.122531890869141,2088.5723,0.01529843,0.0046300618331883096
618,1396,1,15,Lodging/residential,96336.0,0.005725191,3,524,1,0.18931542,4.750137805938721,836.1013,0.008679012,0.004584694154445973
619,659,0,5,Entertainment/public assembly,15306.0,0.0018132366,4,2206,2,-0.04360173,3.985316276550293,2054.4905,0.13422778,0.004582986442863098
620,640,0,4,Entertainment/public assembly,36180.0,0.004074242,9,2209,2,0.03658413,4.868807792663574,2607.0464,0.072057664,0.0045458037099935355
621,538,0,3,Religious worship,10000.0,0.005890349,13,2207,1,-0.06122143,5.433977127075195,325.10953,0.03251095,0.004538659665989752
622,413,0,3,Warehouse/storage,14839.0,0.005890349,13,2207,4,-0.21000816,5.398540496826172,50.905266,0.003430505,0.0045205600447291334
623,215,0,2,Lodging/residential,36406.0,0.0049818843,11,2208,4,-0.016552873,4.480461120605469,988.7064,0.027157787,0.004506413654188038
624,1358,1,15,Lodging/residential,61439.0,0.004730369,10,2114,3,-0.017817084,4.526668548583984,2533.4507,0.04123522,0.004487643895475346
625,1388,1,15,Healthcare,45465.0,0.004730369,10,2114,1,-0.02590076,4.194734573364258,2747.9287,0.06044053,0.004476729856897678
626,13,0,0,Education,99380.0,0.0058850157,13,2209,2,-0.05856768,4.318799018859863,1858.4622,0.018700564,0.004435429266042219
